fonte,categoria,citta,nome,indirizzo,telefono,sito,descrizione,note,punteggio
PagineGialle,Hotel/B&B,Luino,Ca Pinotta,"Via Vittorio Emanuele, 61 - 28817 Miazzina (VB)",0323 505368,,Sito web non disponibile per Ca Pinotta. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Luino,Calzedonia,"42/44, C. G. Marconi - 28900 Verbania (VB)",0323 209036,https://www.calzedonia.com/it/negozi/piemonte/provincia_del_verbano-cusio-ossola/verbania-intra_san_vittore_5/CO15.html?utm_medium=organic&utm_source=google&utm_campaign=local&utm_term=IT-CO15&y_source=1_MTQ4NzE3MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Calzedonia - negozio di collant, calze e costumi da bagno a Verbania-Intra.",Punto vendita catena. Consumi bassi. Non target.,1
PagineGialle,Hotel/B&B,Luino,Camping Lido Toce,Via per Feriolo 41 - 28924 Verbania (VB),0323 496220,http://www.campinglidotoce.eu/,"Camping Lido Toce sul Lago Maggiore. Campeggio con spiaggia privata, piazzole grandi. 60+ anni.","Campeggio. Consumi stagionali, medi. Target medio-basso.",3
PagineGialle,Hotel/B&B,Luino,Camping Village Isolino S.r.l.,"Via alle Betulle, 1 - 28924 Verbania (VB)","0323 496080, 0323 586788, 0323 586789",https://www.isolino.it/,"Camping Village Isolino a Verbania. Campeggio con animazione, piscina, case mobili e bungalow.",Campeggio village con piscina. Consumi stagionali.,3
PagineGialle,Hotel/B&B,Somma Lombardo,Monnalisa S.r.l.,"Via Maspero Ugo, 10 - 21019 Somma Lombardo (VA)",0331 255520,,Sito web non disponibile per Monnalisa S.r.l.. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,A Due Passi Dal Castello,Via Giovanni Pascoli 19 - 21019 Somma Lombardo (VA),348 8867168,,Sito web non disponibile per A Due Passi Dal Castello. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,BB Relais al Borgo,"Via Roma, 7 - 21019 Somma Lombardo (VA)",347 6480698,https://www.facebook.com/relaisalborgo/,"Relais al Borgo - a Somma Vesuviana (NA), non Somma Lombardo.",Località errata. Non in zona. Ignorare.,1
PagineGialle,Hotel/B&B,Somma Lombardo,First Hotel Malpensa,"Via Baracca Francesco, 34 - 21019 Somma Lombardo (VA)","0331 717045, 392 5694699",https://www.firsthotel.it/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&utm,First Hotel Malpensa a Somma Lombardo. Navetta 24h per aeroporto.,Hotel aeroporto. Consumi climatizzazione e lavanderia.,4
PagineGialle,Hotel/B&B,Somma Lombardo,Hilton Garden Inn Milan Malpensa,Via Giuseppe Mazzini 63 - 21019 Somma Lombardo (VA),800 878346,https://www.hilton.com/en/hotels/mxpangi-hilton-garden-inn-milan-malpensa/?SEO_id=GMB-EMEA-GI-MXPANGI,[HTTP 403],,5
PagineGialle,Hotel/B&B,Somma Lombardo,Idea Hotel Milano Malpensa Airport,"Via della Chiesa, 27 - 21019 Somma Lombardo (VA)","0331 233300, 02 89734123, 02 89734123",https://malpensa.ideahotel.it/,Idea Hotel Milano Malpensa Airport 4 stelle. Ristorante e bar.,Hotel aeroporto 4 stelle. Consumi per climatizzazione 24h. Target medio.,4
PagineGialle,Hotel/B&B,Somma Lombardo,Tre Leoni,"Via Maspero Ugo, 10 - 21019 Somma Lombardo (VA)","0331 255520, 333 4345888",http://www.hoteltreleoni.com/,"[HOTEL TRE LEONI | Hotel Malpensa | Hotel Ristorante Tre Leoni Somma Lombardo Malpensa | HOTEL RISTORANTE MALPENSA] | Sito istituzionale Hotel Tre Leoni Somma Lombardo Milano Malpensa, hotel milano malpensa, hotel ristorante malpensa, hotel somma lombardo varese, hotel malpensa aeroporto, hotel ristorante milano malpensa, hotel tre leoni varese | HOTEL TRE LEONI | Hotel Malpensa | Hotel Ristorante Tre Leoni Somma Lombardo Malpensa | HOTEL RISTORANTE MALPENSA Prenotazioni: 0331 25 55 20 oppure PRENOTA ON LINE Benvenuti al Tre Leoni Benvenuti nel sito dell'Hotel Tre Leoni. Da anni l'hotel Tre Leoni di Somma Lombardo è considerato un albergo particolarmente confortevole per qualità ospitalià e posizione geografica. L'aeroporto della Malpensa, infatti si trova a pochi minuti in auto ed è raggiungibile a richiesta con servizio navetta operante 24/7. L'hotel è situato a soli 100 metri dalla stazione ferroviatia di somma Lombardo da dove si raggiunge Milano in solo 40 minuti. La notorietà dell'albergo, è dovuta, in particolare al ristorante Monna Lisa frequentato anche da clienti esterni. Una cucina prevalentemente (ma non solo) di impronta Toscana, assicurata dalla genuinità dei prodotti, la competenza degli Chef, anche nella pasticceria e nella preparazione delle pizze. Aperto tutti i giorni fino alla mezzanotte. Della struttura fanno parte: Depandance "" VILLA GIOVANNA "" situata a 700 metri dall'hotel principale Albergo tre stelle "" HOTEL VALGANNA "" vicino al centro di Milano In periodo di EXPO tutte le nostre strutture mettono a disposizione, parcheggio e trasporto presso i punti di partenza per la fiera. Completamente gratuito! RISTORANTE MONNA LISA Specialità Toscane Ogni giorno, fin dalla sua apertura, il Ristorante Toscano Monna Lisa offre ai propri clienti deliziosi e prelibati piatti! Eccellente qualità e ospitalità fuori dal comune, rendono il Monna Lisa un ristorante di ottima levatura. Accurate selezioni di cibi e vini in prevalenza Toscani danno vita a una serie di menù per ogni gusto ed esigenza. Menù del giorno. fissi, alla carta e professionalità permettono ampia scelta, ottima qualità prezzo, stuzzicano il palato e suggeriscono le giuste scelte per deliziosi pranzi e cene. Al mattino il Monna Lisa prepara ricchi buffet per le colazioni. Il modo migliore di iniziare una giornata. Villa Giovanna Resi",,5
PagineGialle,Hotel/B&B,Somma Lombardo,Malpensa Sleep & Go,"Via Ronchi, 5 - 21019 Somma Lombardo (VA)","340 1962531, 333 5456252",https://www.bbmalpensa.it/,"B&B vicino Malpensa con check-in automatizzato, navetta aeroporto. Appartamenti moderni e insonorizzati.",B&B con gestione automatizzata. Consumi per climatizzazione e illuminazione.,5
PagineGialle,Hotel/B&B,Somma Lombardo,Sempione,"Via Sempione, 69 - 21011 Casorate Sempione (VA)",0331 295105,,Sito web non disponibile per Sempione. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,I Castagni B&B,"Via Adua, 18 - 21011 Casorate Sempione (VA)",340 7668877,https://www.aicastagni.eu/,"B&B Ai Castagni a Tenno (Trentino), non Somma Lombardo.",Località errata. Non in zona.,1
PagineGialle,Hotel/B&B,Somma Lombardo,B&B Hotel Malpensa Lago Maggiore,Via Milano 23 - 21029 Vergiate (VA),"0331 945101, 0331 945101, 0331 945101",https://www.hotel-bb.com/it/hotel/malpensa-lago-maggiore?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=yext,B&B Hotel Malpensa Lago Maggiore. Hotel vicino aeroporto e laghi.,Hotel catena B&B. Consumi medi.,3
PagineGialle,Hotel/B&B,Somma Lombardo,Ca' Matilde,"Via delle Ville, 36 - 21029 Vergiate (VA)",0522 889560,http://www.camatilde.it/,Ca' Matilde - esperienza gastronomica in casale emiliano.,Ristorante in Emilia. Non in zona.,1
PagineGialle,Hotel/B&B,Somma Lombardo,Il Fiume Azzurro,"Via Vernome, 25 - 28053 Castelletto sopra Ticino (NO)",348 3313973,https://theinspecthotel.com/il-fiume-azzurro-italy,Struttura ricettiva gestita tramite piattaforma centralizzata (SPHG). Dettagli non disponibili.,Dati insufficienti.,3
PagineGialle,Hotel/B&B,Somma Lombardo,Paradeisos Residence,"Via XXV Aprile, 16 - 21010 Golasecca (VA)",349 6724613,https://www.paradeisosresidence.com/,Paradeisos Residence. Residence tra acqua e cielo.,Residence. Consumi medi.,3
PagineGialle,Hotel/B&B,Somma Lombardo,David,"Via Roma, 56 - 21018 Sesto Calende (VA)",0331 920182,https://www.gruppodavidrevolution.it/,"Gruppo David Revolution - megastore abbigliamento, accessori e casa.",Negozio. Consumi illuminazione. Bassa priorità.,3
PagineGialle,Hotel/B&B,Somma Lombardo,Affittacamere Un Passo Avanti,Via Francesco Poma 1 - 21013 Gallarate (VA),335 5285747,,Sito web non disponibile per Affittacamere Un Passo Avanti. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,Ascot,"Via Dell' Ongaro, 48 - 21010 Cardano al Campo (VA)",0331 262926,,Sito web non disponibile per Ascot. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,B&B Aurora,"Via Sivo, 24 - 28053 Castelletto sopra Ticino (NO)",393 9676953,,Sito web non disponibile per B&B Aurora. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,B&B Il Monastero,"Via Minzoni Don, 6 - 28053 Castelletto sopra Ticino (NO)",340 5206301,http://castelletto-sopra-ticino.com.es/,[HTTP 403],,5
PagineGialle,Hotel/B&B,Somma Lombardo,Blue Relais,"Via Sempione, KM. 58.800 - 28053 Castelletto sopra Ticino (NO)","0331 920554, 328 6091933",https://www.bluerelais-maggiore.it/hotel/,"[Hotel Blue Relais Maggiore | Lago Maggiore] | Hotel 4 stelle Castelletto Sopra Ticino, Lago Maggiore. Parcheggio fronte camera, ingresso indipendente, reception 24h. A 0,5 km A8/A26, 19 km Malpensa. | Hotel Blue Relais Maggiore | Lago Maggiore +39 0331 920554 info@bluerelais-maggiore.com × Struttura Camere Esperienza Romantica Business Hotel Sala Meeting ed eventi Lago e barche Boat Experience Lago Maggiore Info Blog Dove siamo Recensioni Contatti Prenota ora Parcheggio privato fronte camera Gratuito, davanti alla tua camera. Nessuna prenotazione, nessun garage condiviso. Ingresso indipendente Accesso diretto dall'esterno, senza hall, senza reception. Privacy totale dall'arrivo alla partenza. A 500 metri dall'uscita A8/A26 19 km da Malpensa, 6 da Arona, 23 da Stresa. Sulla statale, subito dopo il casello. Per ogni tipo di ospite Business, coppie, vacanze, eventi Quattro modi di usare lo stesso hotel. Ognuno con quello che serve davvero. Business Uscita A8/A26 a 500 m, Malpensa a 19 km. Sala meeting attrezzata, Wi-Fi, reception 24h. Scopri di più Coppie Ingresso diretto, parcheggio fronte porta, fast check-in. Vasca e allestimenti romantici su richiesta. Scopri di più Vacanze A 6 km da Arona, barche proprie per le Isole Borromee. Il lago è fuori dalla finestra, non nel nome. Scopri di più Eventi Sala meeting fino a 70 persone. Team building in barca sul Lago Maggiore. Scopri di più Camere Blue Relais Maggiore Alcune delle nostre tipologie di camere Cinque tipologie. Tutte con parcheggio privato davanti alla porta e accesso dall'esterno senza passare dalla reception. Camera Smart 21 mq. Letto matrimoniale o singolo, bagno con doccia, minibar, TV. Parcheggio privato davanti alla porta. Per chi arriva tardi e riparte presto. 21 mq Doccia Parcheggio Ingresso indip. Dettagli Camera Standard 21 mq. Matrimoniale o twin, terzo letto disponibile su richiesta. Funziona per una coppia, per due colleghi in trasferta, per un genitore con un figlio. 21 mq Twin disponibile Ingresso indip. Dettagli Camera Superior 24 mq, ristrutturata di recente. Doccia con cromoterapia, letto matrimoniale o twin. Per chi vuole qualcosa in più senza esagerare. 24 mq Cromoterapia Ingresso indip. D",,5
PagineGialle,Hotel/B&B,Somma Lombardo,Distar S.r.l.,"Via delle Azalee, 2 - 28053 Castelletto sopra Ticino (NO)",0331 920554,https://distarsrl.it/,"DiStar Srl - gestione Ho.Re.Ca. Ristrutturazione e startup di hotel, ristoranti.",Società di gestione Ho.Re.Ca. Partner potenziale per progetti efficienza.,4
PagineGialle,Hotel/B&B,Somma Lombardo,Excelsior Inn S.r.l.,"Via Gallarate, 35 - 28047 Oleggio (NO)","0321 93769, 0321 94904, 0321 994484",http://www.hotelexcelsiormagenta.it/,Hotel Excelsior Magenta. Hotel storico vicino Rho Fiera.,Hotel business. Consumi medi.,3
PagineGialle,Hotel/B&B,Somma Lombardo,Grande Italia,"Via Alberto da Giussano, 5 - 21013 Gallarate (VA)",366 4539586,,Sito web non disponibile per Grande Italia. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,Hotel Villa delle Rose,Via Gallarate 136 - 28047 Oleggio (NO),338 9926437,https://www.villadellerosemalpensa.com/,"[Villa delle Rose Malpensa Hotel**** | 4 stelle Malpensa Airport | Via Gallarate 137, Oleggio, Novara, Italia] | Villa delle Rose Malpensa è un hotel 4 stelle, con parcheggio gratuito, spazi verdi, area breakfast e bar, comodamente raggiungibile da Novara e Milano, a pochi km dal lago Maggiore | Villa delle Rose Malpensa Hotel**** | 4 stelle Malpensa Airport | Via Gallarate 137, Oleggio, Novara, Italia top of page villa delle rose malpensa **** hotel ROOMS View LTH GROUP View TO LOVE TO LIVE TO LIKE HOTELS Hotel di qualità, curati come se si fosse nella propria casa, gestiti con la conoscenza di manager e professionisti. L'unica catena al mondo che non guarda ai grandi numeri ma alla bellezza delle piccole cose Vacanza, lavoro, svago, eventi. Scegli uno dei nostri hotel EAT & DRINK View GALLERY View CONTACT View INFO@VILLADELLEROSEMALPENSA.COM +39 03211697708 via gallarate 136, 28047, oleggio (NO) bottom of page",,5
PagineGialle,Hotel/B&B,Somma Lombardo,Jean Home,"Via per Premezzo, 4 - 21013 Gallarate (VA)",333 6099447,https://thehotelinspect.com/jean-home-italy,Struttura ricettiva gestita tramite piattaforma centralizzata (SPHG). Dettagli non disponibili.,Dati insufficienti.,3
PagineGialle,Hotel/B&B,Somma Lombardo,La Porta Vernocchi Sharon Frances Carla Assunta,"Via Cascina Calcaterra, 4 - 21013 Gallarate (VA)","0331 263015, 339 8330509",,Sito web non disponibile per La Porta Vernocchi Sharon Frances Carla Assunta. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,Malpensa Inn,"Via S. Anna, 25 - 21015 Lonate Pozzolo (VA)","0331 302222, 328 5565986, 328 5565986",https://www.malpensainn.com/,Malpensa Inn 4 stelle con navetta aeroporto. Hotel design.,Hotel aeroporto 4 stelle. Consumi climatizzazione e lavanderia.,4
PagineGialle,Hotel/B&B,Somma Lombardo,Sheraton Milan Malpensa Airport Hotel,Strada Statale 336 - 21010 Ferno (VA),02 23351,https://www.marriott.com/en-us/hotels/milmp-sheraton-milan-malpensa-airport-hotel-and-conference-centre/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,[HTTP 403],,5
PagineGialle,Hotel/B&B,Somma Lombardo,Villa delle Rose,"Via Gallarate, 136 - 28047 Oleggio (NO)",338 9926437,https://www.villadellerosemalpensa.com/,"Villa delle Rose Malpensa Hotel 4 stelle a Oleggio (NO). Parcheggio gratuito, bar.",Hotel 4 stelle aeroporto. Consumi medi.,3
PagineGialle,Hotel/B&B,Somma Lombardo,Pensione per Cani Fortina,"Via Palanchina, 10 - 28047 Oleggio (NO)",339 7161988,https://www.fortinensis.com/,Pensione e allevamento per cani a Oleggio con 3000mq di area verde. 25+ anni esperienza. Allevamento bassotti e cani da caccia.,Proporre audit per illuminazione LED esterna e climatizzazione rifugi.,5
PagineGialle,Hotel/B&B,Somma Lombardo,Strada Vicinale Scurolo - 28040 Varallo Pombia (NO),"Via Arno, 20 - 21040 Castronno (VA)",,,,,
PagineGialle,Hotel/B&B,Somma Lombardo,Volare Bar & Restaurant,"Via Turati Filippo, 84 - 20023 Cerro Maggiore (MI)",338 6595808,https://www.unaitalianhospitality.com/it/ristoranti/volare-bar-and-restaurant?cmp=gmb_volare_bar_restaurant%20_link,Volare Bar & Restaurant - ristorante hotel.,Ristorante hotel. Consumi medi.,3
PagineGialle,Hotel/B&B,Somma Lombardo,La Capannina,"Via alle Crose, 57 - 28040 Massino Visconti (NO)",0322 219302,,Sito web non disponibile per La Capannina. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,Mo.Om,"Via San Francesco D'Assisi, 15 - 21057 Olgiate Olona (VA)",0331 327511,https://www.moomhotel.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,"[Hotel di lusso vicino Milano | MO.OM Hotel a Olgiate Olona] | Benvenuti nel nostro accogliente hotel 4 stelle: camere eleganti, spa, ristorante, sale meeting e servizi esclusivi a due passi da Milano, Malpensa e Fiera Rho | Hotel di lusso vicino Milano | MO.OM Hotel a Olgiate Olona Your browser does not support the video tag. Benvenuti al MO.OM Hotel Lusso e comfort alle porte di Milano Situato in una posizione strategica e privilegiata, nel cuore della Lombardia, a Olgiate Olona, il MO.OM Hotel è la scelta ideale per chi desidera conciliare comfort, design e praticità con la comodità della vicinanza alle principali attrazione e destinazioni della regione . A pochi passi da Milano , dalla Fiera di Rho e dall’ Aeroporto di Malpensa , rappresenta il punto di riferimento perfetto sia per chi viaggia per affari che per chi è alla ricerca di un soggiorno all’insegna del relax. Inoltre, la vicinanza ai magnifici laghi della zona , lo rende un punto di partenza perfetto anche per chi desidera scoprire le meraviglie naturali del territorio, concedendosi una giornata di svago o una gita romantica. Meeting Meeting Organizzate il vostro evento aziendale in un contesto raffinato e funzionale, progettato per garantire il successo di ogni incontro professionale. Scopri di più Wellness & Spa Wellness & Spa Un'area dedicata al benessere con sauna, bagno turco, piscina idromassaggio e trattamenti su misura, per il relax di corpo e mente in coppia. Scopri di più Bloom Restaurant & Lounge Bar Bloom Restaurant & Lounge Bar Cucina gourmet e atmosfera ricercata per godersi momenti unici di convivialità, con un'area lounge immersa nel verde. Scopri di più Le nostre camere & suite Comfort, stile e soluzioni su misura per ogni tipo di soggiorno Il MO.OM Hotel offre una vasta scelta di camere e suite dal design moderno, comfort esclusivo e soluzioni pensate per soddisfare le diverse esigenze dei nostri ospiti : dalle camere business alle suite romantiche, fino agli spazi ideali per famiglie numerose. Camera Deluxe Spazio, design moderno e comfort esclusivo Camere Superior Comfort, eleganza e praticità per soggiorni business Junior Suite Deluxe Suite su due piani per un soggiorno confortevole ed esclusivo Suite ",,5
PagineGialle,Hotel/B&B,Somma Lombardo,Scià On Martin,"Viale II Giugno, 1 - 20010 Buscate (MI)",0331 803000,http://www.sciaonmartin.it/,"Scià On Martin hotel 4 stelle, ristorante e location eventi a Buscate (MI).",Hotel 4 stelle. Consumi medi.,3
PagineGialle,Hotel/B&B,Somma Lombardo,Mazzini,"Piazza Manzoni Alessandro, 1 - 21052 Busto Arsizio (VA)","0331 631715, 329 9835000, 329 9835000",,Sito web non disponibile per Mazzini. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,Da Mariuccia,"Via Pozzi Don Luigi, 43 - 20020 Robecchetto con Induno (MI)","0331 875546, 347 1163945",https://damariuccia.com/,"Da Mariuccia - hotel, ristorante e pizzeria nel Parco del Ticino. Navetta Malpensa.",Hotel ristorante. Consumi medi.,3
PagineGialle,Hotel/B&B,Somma Lombardo,Mediterraneo,"Via Righi, 35/X - 20020 Villa Cortese (MI)","0331 435034, 353 4268244",,Sito web non disponibile per Mediterraneo. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,Al Corso,"Corso Magenta, 137 - 20025 Legnano (MI)","0331 597538, 0331 453666, 338 5455541",,Sito web non disponibile per Al Corso. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Somma Lombardo,Albergo Cristallo,"Via Sant'Ambrogio, 21 - 20025 Legnano (MI)",0332 601336,http://www.albergocristallo.com/,"Albergo Cristallo. Rinnovato, elegante, gestione familiare. Banchetti e cerimonie. Cucina tipica.",Hotel con ristorante e banchetti. Consumi medi.,3
PagineGialle,Hotel/B&B,Somma Lombardo,Albergo Hotel Verbano 2000,"Via Gallarate, 2 - 21020 Brunello (VA)",0332 870056,https://www.stay-hotel.it/,"[Stay Hotel Varese Concept Hotel B&B 3 stelle vicino a Varese] | Hotel Varese da oggi è Stay Hotel: il più Easy and Cool Concept Hotel degli alberghi a Varese; Miglior prezzo garantito qui sul sito ufficiale di Stay Hotel. | Stay Hotel Varese Concept Hotel B&B 3 stelle vicino a Varese PRENOTA ORA (Just) a Perfect Day PRENOTA ORA (Love my way) Stay Hotel Varese la leggerezza di essere e di viaggiare Stay Hotel Varese è il nuovo Easy&Cool Concept Hotel per te che ami viaggiare per lavoro o per diletto, senza mai rinunciare alle comodità e al piacere di un ambiente stiloso e accogliente, dal design funzionale. Un'esperienza da vivere su misura, un locale dove incontrare chi vuoi tu, avere i tuoi spazi di lavoro e le tue occasioni di relax, con orari flessibili e servizi pensati per te. Scopri ""The Hub"" The sound of silence E tu in quale camera Stay ? Vivi il soggiorno a Stay Hotel Varese in libertà, con orari flessibili e servizi su misura. Dalle STAY GLAM DELUXE ROOM, dedicate a chi lavora con stile in meeting privati e conference call, alle camere STAY ACTIVE SUPERIOR ROOM, con attrezzi fitness per mantenersi sempre attivi e in forma. TUTTE LE CAMERE Swipe Stay Glam Deluxe Ampio spazio Work e Relax Stay Active Superior Angolo Fitness in camera Stay Double Pet Friendly Room Stay Twin Box doccia XL Economy Camere semplici ed essenziali, situate al piano terra con un comodo parcheggio di fronte alla camera. 😉 Guarda le foto! Basic Camere tradizionali e funzionali. Situate al primo piano, così sei nel posto giusto con tutti i servizi easy&cool di Stay Hotel 😉 Guarda le foto! The hub (this must be the place!) Stay Hotel ti mette a disposizione The Hub, un'area comune confortevole ed ""easy-peasy"" , accessibile a qualunque ora del giorno e della notte. Open space social attrezzati con tavoli cablati e prese per ogni tipo di device, dove puoi connetterti, leggere, bere un buon drink, lavorare da solo o in gruppo, mangiare qualcosa, conoscere persone e socializzare, immerso in un'atmosfera riposante e rigenerante. Scopri ""The Hub"" Hungry? (Heart) Ci pensiamo noi a soddisfare ogni appetito: dalla colazione con un ricco buffet dolce e salato di qualità, alla possibilità di fare uno snack in qualunq",,5
PagineGialle,Hotel/B&B,Somma Lombardo,Alloggio Petunia,"Via Adda, 6 - 21052 Busto Arsizio (VA)",391 7461820,http://www.panperduto.it/,"[Panperduto | Official Website | Somma Lombardo (VA)] | Il Panperduto rappresenta un’area di grande interesse dal punto di vista naturalistico, turistico, sportivo e gastronomico. | Panperduto | Official Website | Somma Lombardo (VA)",,5
PagineGialle,Hotel/B&B,Como,Hotel Metropole Suisse,"Piazza Camillo Benso Conte di Cavour, 19 - 22100 Como (CO)",031 269444,http://www.hotelmetropolesuisse.com/,"[Home - Hotel Metropole Suisse] | Home - Hotel Metropole Suisse Home ricky Gennaio 17, 2022 Dicembre 13, 2022 WELCOME Hotel Metropole Suisse Situato nella piazza principale di Como, il cuore pulsante della città, e affacciato direttamente sull’affascinante lago, è la scelta perfetta se desideri scoprire Como e dintorni in assoluta facilità, anche se il tuo soggiorno sarà breve. Hotel Una storia di famiglia: un grande albergo nato da un grande amore. SCOPRI DI PIÙ Camere e Suite Design e comfort in riva al lago. SCOPRI DI PIÙ Ristorante Imbarcadero Cucina locale sapientemente mixata a proposte internazionali con un’incantevole vista lago. SCOPRI DI PIÙ",,5
PagineGialle,Hotel/B&B,Como,La Locanda dell'Oca Bianca,"Via Canturina, 251 - 22100 Como (CO)",031 525605,https://www.hotelocabianca.it/,Locanda dell'Oca Bianca - hotel con ristorante tradizionale a Como. Gestione familiare.,Hotel ristorante Lago di Como. Consumi medi.,3
PagineGialle,Hotel/B&B,Como,Colonnine di ricarica,"Via Mentana, 28 - 22100 Como (CO)",02 3792 1292,https://ewiva.com/,Ewiva - rete di ricarica ultra-veloce per veicoli elettrici.,Infrastruttura ricarica EV. Non target (settore energia).,2
PagineGialle,Hotel/B&B,Como,Acquaterrafuoco - City Apartments,"Viale Lecco, 93 - 22100 Como (CO)",393 9355601,http://acquaterrafuoco.com/,[HTTP 202],,5
PagineGialle,Hotel/B&B,Como,Albergo Ristorante Valtellina,Via Bellinzona 265 - 22100 Como (CO),031 531025,http://www.hvaltellina.it/,Hotel Valtellina a Livigno. Hotel con ristorante steak house e wellness.,Hotel montano con spa. Consumi medio-alti.,4
PagineGialle,Hotel/B&B,Como,Appartamento Monte Goj,"Via Quadrio Maurizio, 1 - 22100 Como (CO)",328 0026222,http://www.comolaketostay.com/,[ERR: ConnectError],,5
PagineGialle,Hotel/B&B,Como,Baita Bondella,"Via Bel Paese, 9 - 22100 Como (CO)","031 220307, 375 8223120",http://www.baitabondella.it/,"Baita Bondella a Brunate (CO). Cucina lombarda, panorama.",Ristorante. Consumi medi.,3
PagineGialle,Hotel/B&B,Como,Bar Aprica,"Via Bellinzona, 54 - 22100 Como (CO)",031 570108,,Sito web non disponibile per Bar Aprica. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Como,B&B Antico Chiostro,"Via Lambertenghi, 4 - 22100 Como (CO)",031 241356,https://conventosantantonio.it/en,B&B Antico Chiostro - B&B in edificio storico del '300 a Como.,B&B storico. Consumi limitati.,2
PagineGialle,Hotel/B&B,Como,B&B Borghi,Via 20 Settembre 36 - 22100 Como (CO),327 1020080,https://www.hotelscheck-in.com/bb-borghi/it/,"[B&B Borghi Lombardy, Lombardy - Best Price 2026] | Best Price guaranteed for B&B Borghi Lombardy, Lombardy, check rates and book now, immediate confirmation, Located just in front of the property, Como Bo... | B&B Borghi Lombardy, Lombardy - Best Price 2026 B&B Borghi Lombardy , Lombardy ★ ★ ★ ★ Hotel 9.1 Exceptional 369 reviews Via XX Settembre 36, 22100 Como, Italy, 22100 Lombardy, Italy Check Availability You will not find anywhere CHEAPER PRICE! Guest Rating 9.1 Exceptional 369 reviews Read all reviews Top Facilities 24-hour reception Activities Air conditioning Airport shuttle Bar Beach Front See all amenities Location Via XX Settembre 36, 22100 Como, Italy, 22100 Lombardy, Italy Lombardy, Italy Show on map B&B Borghi Lombardy, Lombardy Overview 4-star hotel in Lombardy — check reviews, photos, amenities and availability. Discover the beauty of Como city centre with a stay at B&B Borghi, conveniently located just 10 minutes' walk away. Our spacious rooms feature satellite TV and private bathrooms, as well as free WiFi for our guests' convenience. Each room is individually decorated with wooden furniture and classic-style decor, offering a cozy and comfortable stay. Rooms also feature a hairdryer, and some include a flat-screen TV. Our friendly owners are multilingual and can provide valuable tourist information during your stay. Guests can also use a common fridge and coffee making facilities free of charge. Book Now Should You Book B&B Borghi Lombardy? B&B Borghi Lombardy is a charming and well-rated accommodation option in Como, ideal for travelers seeking comfort and convenience. With its excellent service and spacious rooms, it offers a pleasant stay for both leisure and business visitors. Best For Couples looking for a romantic getaway Families seeking comfortable lodging Business travelers needing reliable amenities Travelers wanting to explore Como city center Guests valuing cleanliness and service quality Not Ideal For Guests who prefer modern, minimalist decor Travelers needing 24-hour front desk service Those looking for extensive on-site dining options What to Expect Guests at B&B Borghi Lombardy can expect a cozy and inviting atmosphere, highlighted by th",,5
PagineGialle,Hotel/B&B,Como,B&B Vista Lago,"Via Massardi Francesco, 28 - 22100 Como (CO)",331 2219001,https://www.bbvistalago.it/,[HTTP 403],,5
PagineGialle,Hotel/B&B,Como,Camping No Stress,Via Cecilio 27 - 22100 Como (CO),031 521435,,Sito web non disponibile per Camping No Stress. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Como,Casa Bianca Apartments,"Via Antelami Benedetto, 8 - 22100 Como (CO)",031 5161,https://www.kkresortapartments.com/,"Resort con appartamenti di lusso sul Lago di Como, piscina, SPA, ristorante Michelin. Centro benessere con sauna e bagno turco.","Target alto profilo: resort con consumi elevati per SPA, piscina e climatizzazione. Audit completo.",7
PagineGialle,Hotel/B&B,Como,Casa Della Giovane ACISJF,"Via Borgo Vico, 182 - 22100 Como (CO)",031 574390,http://www.acisjf-como.it/,ACISJF Casa della Giovane Como. Associazione cattolica per giovani donne.,Associazione. Non target.,1
PagineGialle,Hotel/B&B,Como,Casa La Viola Blu,"Via Cernobbio, 26 - 22100 Como (CO)",335 6148713,,Sito web non disponibile per Casa La Viola Blu. Contattare per verificare.,,4
PagineGialle,Hotel/B&B,Como,Civico29,"Via Brambilla Giuseppe, 29 - 22100 Como (CO)",366 9710715,http://www.civico29como.it/,Civico29 - casa vacanze nel cuore di Como.,Casa vacanze. Consumi limitati.,2
